total_rooms,total_bedrooms,population,households
894,203,883,190
2107,480,2241,443
1999,470,2170,466
3382,800,2688,784
2075,424,1312,396
1414,332,1307,315
2108,405,1243,394
1805,387,1505,366
1995,417,1573,407
1726,332,1293,310
2469,522,2151,537
2400,398,1218,408
2470,416,1386,411
1699,302,889,271
2572,521,1564,501
1328,273,1115,275
1748,386,917,378
1579,290,816,276
1705,299,871,296
1632,295,797,283
1165,210,627,221
2382,404,1339,389
4815,1081,3232,1016
2085,400,1112,391
2562,491,1222,446
3142,509,1520,503
2299,431,1049,447
1519,301,758,304
2395,565,1214,521
2603,482,1305,507
2911,534,1395,486
1921,329,969,327
1323,235,807,247
3395,742,1886,737
4711,988,2984,931
1287,233,779,229
1288,240,758,250
2424,468,1293,444
802,153,445,150
903,158,444,158
4039,694,2269,663
1606,289,829,273
1478,251,956,277
2830,399,1204,404
5166,770,2374,753
3708,718,1921,721
4534,967,2547,895
3700,,1793,552
5805,1152,3106,1144
10621,1782,3836,1480
2161,383,1235,383
1677,372,1021,332
1065,176,574,171
1932,315,1053,316
1758,309,972,338
1942,332,1127,325
2968,674,1655,628
1653,292,1003,310
2046,327,1018,320
1011,183,578,171
2417,421,1276,426
2678,511,1540,497
1589,265,804,272
1375,,670,221
2169,418,1169,406
2722,571,2541,462
1382,257,685,255
2182,390,1248,399
1636,358,977,357
1434,279,744,252
1337,234,692,235
2518,429,1309,421
4040,832,2526,798
2323,406,1741,398
1143,193,826,188
15,5,15,6
3797,597,2043,614
1984,313,1099,343
4853,1105,2855,1006
1143,172,508,174
9559,1911,5279,1844
2655,558,1466,525
2595,428,1751,479
2077,564,2087,543
1724,576,1336,542
1436,298,1005,298
1022,232,653,238
1727,309,932,313
1539,386,1122,377
1595,383,1105,359
1789,528,1429,517
4267,1070,3176,1071
1243,310,788,286
2988,690,2144,667
734,190,565,191
396,91,261,73
1307,283,967,254
2003,390,1291,392
2203,467,1470,488
1569,359,1203,359
2172,605,2386,597
2006,472,1687,463
1377,293,1142,272
603,207,588,218
1481,411,1206,394
1099,263,787,269
647,142,457,143
332,70,302,60
2991,791,2486,754
1076,286,1535,323
852,215,806,202
1014,252,1064,247
385,102,402,95
705,167,655,149
871,201,2862,181
1256,294,2990,302
389,102,455,107
1856,461,1853,452
464,,416,120
278,71,266,56
1715,456,2052,440
934,228,893,192
1070,231,925,220
1291,345,1535,332
1296,307,1423,276
1273,264,1193,260
3272,731,3299,726
762,147,817,176
616,196,814,180
1807,630,2118,669
1079,275,1249,249
1011,274,1164,262
1074,323,1613,308
855,199,785,169
691,155,613,142
563,138,682,137
609,145,690,134
908,232,1005,224
911,238,1005,229
962,229,999,221
733,178,715,165
1670,,1997,452
859,255,835,232
1346,340,1177,295
1279,316,1438,329
1682,422,1706,409
525,136,627,145
2115,580,2842,572
2250,629,2588,609
2631,698,2920,677
1535,432,1820,419
1138,296,1484,320
2631,734,3228,701
474,124,546,121
661,142,720,143
1478,369,1735,348
832,226,987,220
887,219,965,217
1845,497,2191,492
2099,530,2325,528
1636,506,1855,502
882,292,1248,281
1629,420,1893,387
676,216,851,199
760,219,968,202
759,215,883,226
346,103,488,107
894,231,925,222
2201,636,2682,595
1734,493,2053,508
1256,391,1511,381
1055,298,1303,302
946,272,1191,261
1474,511,1962,501
2729,725,3004,722
2344,631,2195,610
814,216,773,208
690,261,952,255
1552,,1919,427
1218,374,1175,342
1715,460,1740,423
1912,502,2077,500
984,275,1024,284
1007,277,1060,268
1384,458,1825,455
1746,447,1296,392
1973,510,1841,502
1179,268,736,252
2412,629,2119,600
782,207,827,223
815,252,775,231
3281,768,2385,733
1417,338,1068,331
1956,478,1472,464
2122,591,1929,539
2403,590,2103,547
2573,484,1568,459
2886,726,2650,728
1141,332,1189,321
2316,559,2012,544
2296,534,1777,507
932,179,717,180
1705,479,2037,459
702,210,834,216
3361,925,3264,914
3218,739,2368,730
1341,336,1233,306
1228,358,1603,323
931,246,732,235
1657,425,1689,418
322,82,319,90
47,16,51,23
167,60,267,55
378,176,714,156
1402,482,1976,466
1499,437,1754,447
1849,577,1529,418
2283,809,3032,832
1095,340,1300,318
1011,274,899,219
986,310,1439,251
706,203,839,199
2562,959,3909,955
312,89,498,87
861,250,1062,231
885,294,1270,282
2215,544,2054,480
1486,509,2312,541
617,162,754,144
1087,335,1441,310
1867,633,2223,609
1045,361,1666,337
1553,461,2271,437
1503,392,1886,401
1196,364,1622,327
972,249,1288,261
173,42,230,57
1971,645,2650,605
626,143,625,156
2643,737,2784,711
1514,453,1496,448
1781,765,1913,702
2225,753,2980,736
1366,496,2160,497
867,243,950,235
1863,537,2274,510
1315,306,1257,298
788,215,883,221
1705,562,2212,539
1705,523,2252,508
1134,375,1615,354
1212,272,1129,263
1547,434,1930,427
973,272,1257,258
1429,436,1537,389
2073,614,2544,598
1608,465,2140,488
1474,459,1844,464
1172,436,1741,408
1022,286,1058,275
1273,379,1398,353
1186,387,2087,409
1091,320,1418,316
151,83,380,83
1790,556,1827,520
2700,763,2815,767
4179,,4582,1196
1403,399,1506,375
2369,753,3259,770
1911,562,2055,534
988,337,1508,351
1010,315,1157,301
1871,556,2542,581
1880,642,2646,605
1735,573,2237,545
1230,407,1512,364
428,111,585,139
3388,1059,3558,957
2410,641,2106,593
627,177,834,175
756,,873,212
903,266,1068,251
2887,866,2806,830
3214,899,3086,808
1698,431,1280,405
1477,374,1514,408
1184,290,1320,276
1174,373,1758,361
1903,469,1882,435
1516,457,1977,435
2419,715,3208,719
1846,530,2576,528
1161,267,1175,282
590,139,620,132
927,250,970,248
2064,612,2461,573
1407,385,1763,350
1196,313,1448,320
1444,447,1890,416
1347,434,1756,438
1363,428,1897,364
221,63,286,64
1236,329,1486,337
1201,340,1482,334
1471,451,2272,482
2249,681,2621,628
1635,507,2480,481
3297,1066,5027,1041
2913,787,3803,740
427,118,402,105
3507,969,3740,970
6895,1877,8551,1808
2911,972,3559,945
2474,702,2830,694
825,212,820,184
3114,779,2959,776
2090,519,1871,504
1409,313,1268,317
1751,400,1558,379
4220,908,3731,892
381,67,259,60
1147,297,1097,307
2748,715,2962,703
3186,876,3913,842
1688,386,1663,381
1058,295,1097,274
932,295,1226,264
1657,467,2033,443
1357,349,1657,331
1182,346,1644,346
1053,263,1354,292
879,257,1057,230
1026,294,1316,268
1346,380,1520,356
1735,535,2288,524
1212,314,1403,279
859,221,912,191
794,210,814,213
1876,454,1571,458
1231,346,1217,354
1724,432,1876,416
1052,234,793,216
1326,295,918,258
2015,419,1543,399
1766,424,1655,420
1576,339,1252,302
405,163,686,164
1062,270,1136,273
1338,366,1765,388
643,186,821,191
946,254,1101,239
1602,388,1553,342
705,173,739,140
504,142,789,167
2050,529,1959,485
2265,628,2323,599
2232,603,2361,608
1542,458,1711,468
1437,474,2113,484
1380,331,1290,288
1889,565,2087,559
1679,483,2249,487
3896,981,4496,993
1977,570,2406,557
1683,520,2190,494
1046,287,1218,289
1115,297,1412,325
788,224,1155,208
928,249,1108,236
2144,477,1760,452
1233,306,1190,282
1512,400,1690,367
2127,533,2021,480
1686,446,1590,474
284,104,422,119
1500,419,1726,440
1924,520,2101,541
679,184,788,185
1116,328,1265,302
2134,650,2248,587
2129,614,2376,618
618,163,680,179
1818,408,1705,373
2227,594,2244,580
1807,442,1628,443
1436,271,850,269
1871,371,1315,382
1403,315,1111,311
1368,309,1244,312
1651,463,1559,436
1413,298,1200,307
1570,328,1321,300
1934,511,1895,493
979,296,934,292
2309,685,2609,673
2210,456,1270,484
757,151,474,132
1337,245,968,240
2121,579,1991,528
2608,610,2062,616
2724,612,2340,570
1145,209,499,202
1991,584,1380,535
2447,503,1532,498
2099,398,1276,387
1368,277,899,271
1806,408,1146,374
1157,273,877,305
2035,519,2282,480
749,185,708,196
1356,314,1469,300
1516,400,1820,398
952,271,949,261
1334,276,1226,278
1829,391,1614,377
1929,417,1780,419
1613,345,1227,342
2339,487,1732,449
1411,314,1432,322
1626,307,1280,295
892,318,1443,341
710,205,1134,233
2831,862,3649,883
2210,634,2341,553
2739,801,3423,741
857,201,934,227
1191,345,1193,295
1337,382,1769,393
354,73,184,58
1921,483,2286,470
930,258,1203,244
545,131,610,126
1147,260,1219,210
443,170,903,189
619,138,636,145
1705,403,1839,410
1669,445,1870,412
2949,1003,4551,930
1195,256,1251,262
239,49,308,52
1149,277,909,214
2698,640,1953,613
325,74,354,87
328,100,605,87
1079,210,601,182
180,43,246,56
581,135,647,131
763,191,754,174
723,154,411,165
1737,363,1184,343
1137,235,747,225
3320,682,2105,632
892,139,440,159
1178,260,1166,244
1818,374,1444,372
1472,302,1036,318
742,151,729,144
1786,358,1318,373
3018,547,1720,512
2238,471,1292,467
1969,397,1349,370
6108,1130,3244,1113
1386,320,1163,319
1566,318,981,318
894,232,754,222
949,164,502,163
1950,365,1125,374
1135,231,614,227
1479,272,963,292
935,210,711,193
954,241,655,218
967,256,903,256
972,240,761,225
745,152,721,160
1446,316,1286,314
1607,377,1526,375
1772,369,1122,324
1735,430,1699,386
661,146,742,143
677,182,984,174
789,200,1041,191
1694,393,1890,373
1263,333,1789,346
571,153,841,158
1060,276,1215,250
1555,406,1665,361
926,409,1856,408
1545,391,1807,388
2422,632,2601,583
796,159,679,167
1847,500,2263,473
1000,275,1178,263
2420,579,2010,540
941,233,973,253
1649,424,1786,388
1007,260,1112,238
414,104,477,130
1283,,1025,248
1050,217,895,207
1073,265,1197,250
1722,363,1432,326
602,150,645,145
1260,299,1535,322
1138,238,878,224
1531,357,1509,376
915,225,826,212
915,241,1153,252
2695,748,2935,706
1381,278,1494,298
1435,322,1298,299
2283,499,1836,462
1073,271,1385,288
2762,652,2677,632
2326,543,2073,494
886,224,1154,247
1696,438,1639,376
2394,568,2499,551
1552,444,2093,413
4018,986,3702,927
2538,564,2170,541
1254,225,929,235
1565,364,1389,360
1739,370,1104,297
1810,357,1335,358
1211,234,1128,261
929,166,686,183
1976,444,1254,371
266,75,252,59
990,228,776,207
797,190,485,166
873,240,1086,217
5003,1180,4145,1159
1479,332,1166,322
500,159,732,162
312,107,583,119
1802,496,2096,468
2143,522,2276,519
2462,553,2334,502
1108,284,1498,289
1285,238,840,211
2055,442,1518,425
1079,247,1055,243
642,129,475,123
2119,442,1372,406
1308,272,901,257
1201,223,733,206
1582,391,1957,404
1132,266,1211,279
1476,286,1086,278
406,71,268,77
1367,288,1183,286
2230,417,1395,381
923,165,603,191
1843,366,1207,351
1027,217,1042,254
1042,213,699,196
1527,309,1154,279
1756,320,1055,322
519,102,330,95
1212,222,775,224
1149,280,1016,250
998,313,1335,311
1255,344,1782,343
842,201,763,189
1941,367,1204,323
2598,514,1872,514
8732,1489,3944,1493
9594,1489,5237,1496
1106,207,888,216
7368,1367,4721,1342
1731,420,1032,364
6812,1263,3704,1216
3022,476,1852,452
2324,326,1087,328
9071,1335,4558,1327
1685,333,1484,318
2587,489,2115,475
1097,167,701,188
489,98,403,97
2326,533,1697,546
5923,1409,3887,1322
2274,617,1897,622
896,208,843,200
2617,558,1396,515
3626,799,2321,731
4092,893,2819,893
4586,1042,3680,1027
4383,901,2689,913
7023,1538,3993,1412
9944,1623,4185,1582
3615,760,2813,752
2755,508,2046,488
1593,334,1427,320
1596,337,1650,329
943,218,803,216
1881,571,1769,553
865,208,811,218
1607,337,1130,334
1357,249,763,229
4698,902,3287,881
6303,1277,3728,1252
880,168,717,142
2152,415,1623,429
1124,245,717,242
3059,,2064,629
1642,434,1575,420
5091,1074,4753,1033
4112,861,3211,841
822,205,627,192
1131,273,1007,269
1928,429,1358,399
1370,299,1018,328
1792,404,1115,358
1426,272,871,276
793,193,601,187
906,187,1453,158
859,164,673,172
1478,324,1127,320
1335,,1011,269
1631,322,1034,328
1560,320,1348,314
2118,437,1414,442
2263,511,1626,457
1558,375,1179,337
2381,419,1669,444
847,185,713,194
1226,211,711,219
879,181,547,169
1983,419,1157,390
1950,356,1183,338
2017,383,1388,386
1124,217,707,234
1474,325,1205,335
1016,190,729,177
1414,263,983,264
639,129,460,118
1622,302,845,284
3635,781,2171,720
1666,365,995,354
2049,334,1105,363
1947,284,841,277
2319,334,941,356
1723,279,617,252
3099,839,2025,750
1301,264,877,275
2784,582,1278,550
1604,280,802,280
2863,451,1243,466
2105,348,956,350
1426,235,698,240
708,145,471,153
1759,295,837,267
1933,341,958,335
1040,202,557,228
2744,541,1333,503
1500,250,706,250
1736,297,823,292
1709,333,778,344
1812,338,822,314
1413,228,630,219
1462,243,600,236
1942,355,891,348
2418,485,1397,477
1053,230,686,211
2752,459,1211,452
1813,313,825,316
2394,576,1166,548
522,138,373,139
6662,1852,3792,1735
2670,493,1196,488
1434,262,786,256
2098,378,1036,385
2210,519,1047,472
2206,393,973,364
1949,319,909,325
1205,347,736,342
6336,1628,4673,1505
580,143,466,133
3069,864,1932,835
2040,458,1775,445
984,183,615,206
3731,853,2313,801
3205,727,1647,664
2065,438,1075,442
3096,628,1676,587
2122,517,1578,488
1793,447,1222,452
2841,774,1612,708
2987,601,1561,606
1948,341,992,363
1594,321,1003,323
2753,702,1592,614
3341,789,1685,751
1948,433,1128,429
5675,1224,3317,1119
1839,346,1034,339
1745,404,1084,410
2062,351,1134,358
2378,559,1799,546
1890,400,1232,386
1335,281,804,282
1038,252,912,245
915,234,646,211
3056,759,1561,740
682,132,491,144
620,122,381,124
1518,279,857,251
561,104,261,105
916,162,552,164
1096,204,569,201
2011,472,1087,423
513,100,399,99
1080,201,719,201
726,,490,130
1151,248,809,246
889,166,597,163
1981,472,1231,457
505,113,411,113
2369,604,1546,464
1582,343,1356,324
1442,271,990,268
1994,419,1491,428
1592,335,1238,320
1551,297,1100,322
1366,460,920,410
1215,279,862,285
1112,222,771,224
1653,325,1072,301
3259,942,2744,895
2387,570,1978,548
1573,396,1200,365
4880,1044,4516,1050
2863,701,1489,621
1360,271,909,275
2228,463,1558,427
550,129,642,125
1047,227,975,239
1161,254,882,236
2483,412,1538,449
1138,217,964,222
2223,544,2008,512
1145,274,1651,265
1035,275,1545,269
1071,290,1412,274
1152,259,981,225
2502,546,1849,518
1007,224,776,228
1776,353,1180,337
1167,237,733,237
1768,372,1155,368
1147,258,742,242
3326,720,2533,689
1237,243,776,246
1880,377,1229,378
834,166,603,179
1150,215,708,204
991,,717,219
3399,882,2465,811
2242,436,1483,443
1061,202,768,206
796,175,740,183
769,142,498,137
994,203,602,185
2604,495,1465,470
4173,893,2471,863
1139,197,772,233
1623,304,868,272
2508,594,1549,545
1323,269,1084,240
1347,278,748,278
1088,231,617,211
1432,265,749,261
2053,386,1023,394
1475,269,827,265
1967,316,910,306
932,171,578,175
2145,471,1150,429
1766,410,974,404
1981,472,1371,431
1590,350,1299,335
901,205,760,208
2850,737,1855,662
2410,616,2399,594
2922,739,3013,673
1403,338,1415,367
574,116,610,147
2053,578,1721,507
3445,847,2467,712
3653,993,3215,854
856,167,748,195
1499,288,1237,344
1709,442,1177,410
1452,365,1888,366
778,227,933,209
2536,603,2625,576
1248,320,1960,338
483,113,389,108
1655,536,1201,487
63,12,47,8
3605,880,3637,873
5896,1464,4149,1362
4426,995,4196,921
4232,1092,2688,1035
2848,641,2319,647
940,219,599,214
1694,398,1181,383
1814,350,886,347
3668,867,2368,845
2867,786,1774,705
599,125,361,139
1477,305,788,291
1379,282,883,291
1458,261,686,236
3478,730,1885,673
6876,1960,5162,1879
2666,848,2030,781
1222,282,756,256
1768,559,983,488
2344,571,1305,544
3088,1024,1981,956
2823,737,1723,678
1159,238,740,243
1744,339,1048,330
2596,580,1662,539
1250,276,866,268
1531,343,1119,341
3305,982,2085,881
2690,659,1747,617
3203,708,1761,667
1379,254,795,297
3254,598,1772,618
3764,1081,1919,977
1083,218,557,210
1788,459,1131,461
3638,868,2326,822
6618,1773,4396,1649
4807,838,3059,853
2358,396,1387,364
7187,1073,3844,1068
4928,773,2952,754
4934,825,2668,810
2407,539,1422,524
2436,375,1303,386
3405,556,1945,509
2259,383,1378,386
4261,678,2621,661
3666,562,2104,579
3771,606,2196,564
5603,938,3045,893
2851,626,1985,603
2306,393,1368,387
4626,822,2794,763
2870,437,1671,470
2676,391,1377,395
4851,726,2527,704
8046,1221,4276,1228
3052,624,1588,568
8120,1371,5026,1345
993,174,572,175
3065,736,1840,719
3119,635,1887,567
1819,386,1679,360
2131,435,2045,426
923,186,1014,204
1901,519,2685,496
1507,270,931,275
2536,552,2012,556
2399,436,1613,429
3498,728,2098,697
2943,518,1703,472
1789,352,1347,330
778,173,539,186
3260,783,1969,737
1018,235,684,248
2377,600,2042,593
2906,578,1806,553
4412,910,2380,825
1594,295,1061,320
1055,204,682,216
4216,948,2997,896
3696,953,2827,860
6960,1454,4367,1437
5643,1231,3841,1195
3481,576,1660,560
4259,588,1644,581
2188,556,2727,525
2636,652,3412,649
4822,1168,3868,1117
2389,410,1229,393
1255,252,685,279
2663,511,1277,462
1633,355,837,350
1606,300,735,295
1320,256,645,256
1866,343,919,344
1661,315,985,319
2104,382,1071,396
1436,257,745,233
1276,234,538,213
1607,271,799,283
1578,312,827,311
2403,413,1385,386
2180,522,1634,467
2373,552,1673,571
1854,471,1363,478
2287,662,1804,537
815,206,590,183
1645,371,1161,351
882,185,536,174
1308,267,783,237
2326,503,1832,501
4701,1359,2571,1216
1769,436,1166,386
1999,431,1060,399
1824,438,1200,451
2009,524,1449,451
1133,296,774,271
2013,546,1659,522
2732,867,1690,794
1213,269,628,229
1699,346,1188,329
2945,725,2858,690
1332,417,1405,363
1507,379,1082,350
703,202,757,212
1482,310,1052,317
1554,273,974,264
2462,587,1821,536
1701,396,1091,384
1937,445,1339,440
2258,509,1395,492
2110,494,1404,454
2137,461,1126,439
1832,401,1056,405
2664,626,1627,604
6607,1663,4066,1558
1664,508,1369,493
2247,526,1670,525
3596,862,2416,832
2752,645,1674,614
2925,732,1702,642
1301,342,954,336
1404,257,652,258
4071,1067,2144,970
1435,249,606,234
1491,259,699,266
2630,559,1069,491
2668,473,1315,478
1979,339,952,339
2259,425,1183,413
2110,416,1128,403
1885,391,1049,405
1774,348,934,333
1703,325,845,308
2825,470,1352,469
1473,253,713,257
956,159,416,157
887,163,482,157
2418,389,1138,387
2750,487,1386,458
2116,427,972,396
2584,453,1333,481
2386,409,1101,399
1790,269,924,263
1915,316,850,319
2059,349,825,334
1726,287,820,288
1557,270,697,251
2572,421,1318,434
690,109,316,104
1588,272,692,245
1756,297,798,287
2143,382,1047,377
2706,462,1331,476
1074,188,496,196
1523,263,717,278
1784,303,964,299
1712,314,691,293
1242,221,565,213
1463,257,722,260
3008,674,1584,671
2439,429,944,374
1710,333,786,344
2107,439,876,429
1895,294,881,293
1908,361,890,342
3043,619,1316,607
3002,484,1322,471
2448,354,894,349
2987,491,1360,497
1508,252,635,241
2444,432,1199,424
1348,234,643,221
2831,573,1462,569
2220,367,1002,351
3714,708,1956,694
1533,331,791,335
4716,1372,2515,1272
1853,328,945,320
2019,363,880,339
2597,582,1285,559
1415,294,591,291
2731,577,1396,555
1228,320,537,273
2548,717,2086,700
1890,465,1378,430
3533,1061,2678,1033
1073,260,725,272
1167,302,773,287
2557,731,2286,700
1854,462,1360,429
3405,779,1953,671
3737,613,1305,583
2641,411,1011,444
1773,360,815,299
1808,315,800,302
1362,214,531,222
1497,277,542,274
1535,274,591,276
3622,745,1330,648
2561,544,1063,537
3587,693,1513,651
2539,497,1152,488
2569,484,1030,451
2618,472,943,440
284,65,167,68
2246,552,1032,548
2953,895,1914,855
2251,452,913,420
1758,347,954,312
872,203,422,221
1835,427,1038,384
3013,574,1525,529
2807,768,2217,744
954,390,804,373
944,178,533,193
1388,254,742,241
2347,437,1219,420
1719,398,1444,372
905,199,764,204
1815,428,1807,413
1278,311,1157,320
1680,469,1779,429
455,92,394,89
1005,199,723,191
5357,1332,3030,1266
1693,337,1255,333
1816,398,1524,388
1486,359,1345,326
726,166,602,183
1160,274,1095,269
1251,279,1053,278
1285,347,1291,337
1984,477,1764,440
3008,629,2537,596
1598,458,1691,399
2020,613,2557,562
1387,280,984,302
2010,595,1535,525
3497,1096,2994,919
767,195,569,195
2105,592,1807,539
2549,626,1388,606
1786,445,1090,430
2125,591,1604,555
4577,1146,2749,1094
2456,495,1300,450
1009,216,614,231
2301,621,2114,561
2326,729,2635,657
1571,435,1631,417
2114,612,2357,529
1823,600,2339,560
2734,758,2951,691
948,303,1042,301
2210,469,1042,418
471,132,315,96
3564,835,1530,807
5463,1265,3010,1179
1589,380,883,366
2407,589,1591,506
1579,278,687,285
1734,331,797,293
1544,286,701,298
1493,277,671,267
1619,280,815,284
1785,307,779,291
3087,574,1474,567
1408,250,702,251
1462,233,664,220
1999,390,887,379
1742,340,857,341
1249,202,517,189
1820,313,899,295
2734,448,1308,441
2422,420,1193,421
1930,354,915,328
2000,343,956,352
6295,937,2292,874
2219,393,1042,396
1878,323,846,325
1111,184,444,177
856,146,451,164
1252,209,558,214
1987,347,1095,357
1946,346,871,336
1756,345,836,335
2565,458,1155,443
1798,331,860,340
1013,199,493,183
1228,237,572,242
1530,290,711,283
665,114,273,112
1903,343,928,349
1749,322,855,319
1026,182,505,176
1496,271,743,265
1509,325,821,314
1886,399,1167,372
1774,299,784,298
1665,291,721,294
1835,435,774,418
1257,205,530,211
1837,319,810,305
